Building Name,District Name,County,"City, State, Zip Code",Performance Index Score 2015-16,City,State,Zip Code,Code+4
Woodland Elementary School,Mansfield City,Richland,"Mansfield, OH, 44907-1122",70.484,Mansfield, OH, 44907,1122
Woodland Elementary School,Stow-Munroe Falls City School District,Summit,"Stow, OH, 44224-3620",100.041,Stow, OH, 44224,3620
Barbara F Schreiber Elementary School,Canton City,Stark,"Canton, OH, 44703-1645",NC,Canton, OH, 44703,1645
Greenville Primary School,Greenville City,Darke,"Greenville, OH, 45331-9395",NC,Greenville, OH, 45331,9395
Woodlawn Elementary School,Princeton City,Hamilton,"Cincinnati, OH, 45215-1014",87.262,Cincinnati, OH, 45215,1014
Woodmore Elementary School,Woodmore Local,Sandusky,"Woodville, OH, 43469-1018",100.205,Woodville, OH, 43469,1018
Woodmore High School,Woodmore Local,Sandusky,"Elmore, OH, 43416-9737",NC,Elmore, OH, 43416,9737
Woodridge High School,Woodridge Local,Summit,"Peninsula, OH, 44264-9706",82.534,Peninsula, OH, 44264,9706
Woodsfield Elementary School,Switzerland of Ohio Local,Monroe,"Woodsfield, OH, 43793-9062",70.284,Woodsfield, OH, 43793,9062
Monroe Central High School,Switzerland of Ohio Local,Monroe,"Woodsfield, OH, 43793-9062",63.539,Woodsfield, OH, 43793,9062
Laura Woodward Elementary School,Delaware City,Delaware,"Delaware, OH, 43015-2664",91.068,Delaware, OH, 43015,2664
Woodward High School,Toledo City,Lucas,"Toledo, OH, 43608-2061",45.423,Toledo, OH, 43608,2061
Woodward Park Middle School,Columbus City,Franklin,"Columbus, OH, 43229-4431",60.446,Columbus, OH, 43229,4431
Wooster High School,Wooster City,Wayne,"Wooster, OH, 44691-8540",82.551,Wooster, OH, 44691,8540
Wooster Twp Elementary School,Triway Local,Wayne,"Wooster, OH, 44691-4107",91.330,Wooster, OH, 44691,4107
Worley Elementary School,Canton City,Stark,"Canton, OH, 44709-3655",NC,Canton, OH, 44709,3655
Worthington Elementary School,Chillicothe City,Ross,"Chillicothe, OH, 45601-1455",90.552,Chillicothe, OH, 45601,1455
Worthington Estates Elementary School,Worthington City,Franklin,"Worthington, OH, 43085-2425",94.972,Worthington, OH, 43085,2425
Thomas Worthington High School,Worthington City,Franklin,"Worthington, OH, 43085-3527",86.051,Worthington, OH, 43085,3527
Worthingway Middle School,Worthington City,Franklin,"Worthington, OH, 43085-2426",87.413,Worthington, OH, 43085,2426
Western Reserve High School,Western Reserve Local,Mahoning,"Berlin Center, OH, 44401-9752",85.313,Berlin Center, OH, 44401,9752
Western Reserve High School,Western Reserve Local,Huron,"Collins, OH, 44826-9513",77.478,Collins, OH, 44826,9513
Western Row Elementary School,Mason City,Warren,"Mason, OH, 45040-1444",104.022,Mason, OH, 45040,1444
Wynford High School,Wynford Local,Crawford,"Bucyrus, OH, 44820-9463",79.524,Bucyrus, OH, 44820,9463
Wyoming High School,Wyoming City,Hamilton,"Wyoming, OH, 45215-2727",102.211,Wyoming, OH, 45215,2727
Xenia High School,Xenia Community City,Greene,"Xenia, OH, 45385-1410",68.131,Xenia, OH, 45385,1410
Yellow Springs/McKinney High School,Yellow Springs Exempted Village,Greene,"Yellow Springs, OH, 45387-1417",87.865,Yellow Springs, OH, 45387,1417
Bellevue Elementary School,Bellevue City,Huron,"Bellevue, OH, 44811-1129",92.872,Bellevue, OH, 44811,1129
Nelsonville-York Elementary School,Nelsonville-York City,Athens,"Nelsonville, OH, 45764-9591",74.226,Nelsonville, OH, 45764,9591
Buckeye Primary School,Buckeye Local,Medina,"Medina, OH, 44256-9411",98.328,Medina, OH, 44256,9411
York Elementary School,New Philadelphia City,Tuscarawas,"New Philadelphia, OH, 44663-7555",99.419,New Philadelphia, OH, 44663,7555
Yorktown Middle School,Columbus City,Franklin,"Columbus, OH, 43232-2924",49.002,Columbus, OH, 43232,2924
Buckeye South Elementary School,Buckeye Local,Jefferson,"Tiltonsville, OH, 43963-1131",88.388,Tiltonsville, OH, 43963,1131
Three Rivers Elementary,Three Rivers Local,Hamilton,"Cleves, OH, 45002-1002",94.517,Cleves, OH, 45002,1002
Young Elementary School,Springfield Local,Summit,"Akron, OH, 44312-4628",78.857,Akron, OH, 44312,4628
Youtz Elementary School,Canton City,Stark,"Canton, OH, 44705-3447",51.656,Canton, OH, 44705,3447
Buckeye Trail High School,East Guernsey Local,Guernsey,"Lore City, OH, 43755-9715",68.906,Lore City, OH, 43755,9715
Zane Trace High School,Zane Trace Local,Ross,"Chillicothe, OH, 45601-8141",76.180,Chillicothe, OH, 45601,8141
Zanesville High School,Zanesville City,Muskingum,"Zanesville, OH, 43701-2457",60.953,Zanesville, OH, 43701,2457
Beachwood Middle School,Beachwood City,Cuyahoga,"Beachwood, OH, 44122-2333",109.391,Beachwood, OH, 44122,2333
Hadley E Watts Middle School,Centerville City,Montgomery,"Dayton, OH, 45459-3238",98.633,Dayton, OH, 45459,3238
Roberts Middle School,Cuyahoga Falls City,Summit,"Cuyahoga Falls, OH, 44221-1248",85.925,Cuyahoga Falls, OH, 44221,1248
Fairborn High School,Fairborn City,Greene,"Fairborn, OH, 45324-3912",76.120,Fairborn, OH, 45324,3912
Bigelow Hill Elementary School,Findlay City,Hancock,"Findlay, OH, 45840-4185",88.163,Findlay, OH, 45840,4185
Wilson Vance Elementary School,Findlay City,Hancock,"Findlay, OH, 45840-6910",97.998,Findlay, OH, 45840,6910
Hampton Bennett Early Childhood Center,Franklin City,Warren,"Franklin, OH, 45005-2559",NC,Franklin, OH, 45005,2559
Benjamin Harrison Elementary School,Marion City,Marion,"Marion, OH, 43302-5207",73.012,Marion, OH, 43302,5207
Southeast Elementary School,Salem City,Columbiana,"Salem, OH, 44460-2545",91.055,Salem, OH, 44460,2545
Sidney Middle School,Sidney City,Shelby,"Sidney, OH, 45365-2951",81.859,Sidney, OH, 45365,2951
Highland Park Elementary School,South-Western City,Franklin,"Grove City, OH, 43123-1733",86.087,Grove City, OH, 43123,1733
Indian Trail Elementary School,Stow-Munroe Falls City School District,Summit,"Stow, OH, 44224-4602",90.623,Stow, OH, 44224,4602
Blendon Middle School,Westerville City,Franklin,"Westerville, OH, 43081-2333",87.253,Westerville, OH, 43081,2333
Indian Hill Middle School,Indian Hill Exempted Village,Hamilton,"Cincinnati, OH, 45243-2737",105.916,Cincinnati, OH, 45243,2737
Lake Elementary School,Mentor Exempted Village,Lake,"Mentor On The Lake, OH, 44060-3205",81.460,Mentor On The Lake, OH, 44060,3205
St Clairsville Elementary School,St Clairsville-Richland City,Belmont,"Saint Clairsville, OH, 43950-1514",85.000,Saint Clairsville, OH, 43950,1514
Mt Orab Primary Elementary School,Western Brown Local,Brown,"Mount Orab, OH, 45154-9452",76.918,Mount Orab, OH, 45154,9452
Big Walnut Middle School,Big Walnut Local,Delaware,"Sunbury, OH, 43074-5002",91.939,Sunbury, OH, 43074,5002
Olentangy Shanahan Middle School,Olentangy Local,Delaware,"Lewis Center, OH, 43035-9078",97.151,Lewis Center, OH, 43035,9078
Herman K Ankeney Middle School,Beavercreek City,Greene,"Beavercreek, OH, 45430-1034",97.660,Beavercreek, OH, 45430,1034
Pleasant Run Middle School,Northwest Local,Hamilton,"Cincinnati, OH, 45231-1158",73.256,Cincinnati, OH, 45231,1158
Delshire Elementary School,Oak Hills Local,Hamilton,"Cincinnati, OH, 45238-6225",92.585,Cincinnati, OH, 45238,6225
Oakdale Elementary School,Oak Hills Local,Hamilton,"Cincinnati, OH, 45248-3212",104.710,Cincinnati, OH, 45248,3212
Boardman Center Intermediate School,Boardman Local,Mahoning,"Youngstown, OH, 44512-5612",94.583,Youngstown, OH, 44512,5612
River Valley Middle School,River Valley Local,Marion,"Caledonia, OH, 43314-9456",86.977,Caledonia, OH, 43314,9456
Brookville Intermediate School,Brookville Local,Montgomery,"Brookville, OH, 45309",97.855,Brookville, OH, 45309,
Mad River Middle School,Mad River Local,Montgomery,"Dayton, OH, 45424-5019",68.384,Dayton, OH, 45424,5019
Faircrest Memorial Middle School,Canton Local,Stark,"Canton, OH, 44706-4841",79.786,Canton, OH, 44706,4841
Green Middle School,Green Local,Summit,"Green, OH, 44232-0218",98.143,Green, OH, 44232,0218
Fairbrook Elementary School,Beavercreek City,Greene,"Beavercreek, OH, 45430-1749",105.594,Beavercreek, OH, 45430,1749
State School For The Blind,Ohio School For The Blind,Franklin,"Columbus, OH, 43214-1240",NC,Columbus, OH, 43214,1240
Centerville Primary Village North,Centerville City,Montgomery,"Centerville, OH, 45459-2239",NC,Centerville, OH, 45459,2239
Mariemont Elementary School,Mariemont City,Hamilton,"Cincinnati, OH, 45227-4303",104.098,Cincinnati, OH, 45227,4303
Kimpton Middle School,Stow-Munroe Falls City School District,Summit,"Munroe Falls, OH, 44262-1331",89.607,Munroe Falls, OH, 44262,1331
Sylvania Arbor Hills Junior High School,Sylvania Schools,Lucas,"Sylvania, OH, 43560-2520",87.161,Sylvania, OH, 43560,2520
Wellington High School,Wellington Exempted Village,Lorain,"Wellington, OH, 44090-1081",82.357,Wellington, OH, 44090,1081
Grove City High School,South-Western City,Franklin,"Grove City, OH, 43123-8621",74.176,Grove City, OH, 43123,8621
Westland High School,South-Western City,Franklin,"Galloway, OH, 43119-9402",59.835,Galloway, OH, 43119,9402
Annehurst Elementary School,Westerville City,Franklin,"Westerville, OH, 43081-1226",98.212,Westerville, OH, 43081,1226
Chamberlin Hill Elementary School,Findlay City,Hancock,"Findlay, OH, 45840-1160",95.735,Findlay, OH, 45840,1160
Crestwood Elementary School,Swanton Local,Fulton,"Swanton, OH, 43558-1114",NC,Swanton, OH, 43558,1114
Helke Elementary School,Vandalia-Butler City,Montgomery,"Vandalia, OH, 45377-1406",90.111,Vandalia, OH, 45377,1406
Cloverleaf Middle School,Cloverleaf Local,Medina,"Seville, OH, 44273-9158",88.573,Seville, OH, 44273,9158
Mount Vernon Middle School,Mount Vernon City,Knox,"Mount Vernon, OH, 43050-4226",81.585,Mount Vernon, OH, 43050,4226
Pleasant Street Elementary School,Mount Vernon City,Knox,"Mount Vernon, OH, 43050-1822",93.211,Mount Vernon, OH, 43050,1822
Rushwood Elementary School,Nordonia Hills City,Summit,"Northfield, OH, 44067-1782",99.141,Northfield, OH, 44067,1782
Geo G Dodge Elementary School,Twinsburg City,Summit,"Twinsburg, OH, 44087-1722",95.501,Twinsburg, OH, 44087,1722
Eastwood Middle School,Eastwood Local,Wood,"Pemberville, OH, 43450-9626",96.221,Pemberville, OH, 43450,9626
Northwood Elementary School,Northmont City,Montgomery,"Dayton, OH, 45415-2023",87.163,Dayton, OH, 45415,2023
Mayfield Preschool,Mayfield City,Cuyahoga,"Cleveland, OH, 44143-3114",NC,Cleveland, OH, 44143,3114
Valley Forge Elementary School,Huber Heights City,Montgomery,"Huber Heights, OH, 45424-2614",76.959,Huber Heights, OH, 45424,2614
Glendening Elementary School,Groveport Madison Local,Franklin,"Groveport, OH, 43125-9704",75.698,Groveport, OH, 43125,9704
Sedalia Elementary,Groveport Madison Local,Franklin,"Columbus, OH, 43232-6346",80.975,Columbus, OH, 43232,6346
Ansonia Middle School,Ansonia Local,Darke,"Ansonia, OH, 45303-0279",95.168,Ansonia, OH, 45303,0279
Sheridan Middle School,Northern Local,Perry,"Thornville, OH, 43076-9757",86.147,Thornville, OH, 43076,9757
Waynesville Middle School,Wayne Local,Warren,"Waynesville, OH, 45068-8432",99.525,Waynesville, OH, 45068,8432
Triway Junior High School,Triway Local,Wayne,"Wooster, OH, 44691-4437",86.180,Wooster, OH, 44691,4437
General Sherman Junior High School,Lancaster City,Fairfield,"Lancaster, OH, 43130-2924",87.140,Lancaster, OH, 43130,2924
Thomas Ewing Junior High School,Lancaster City,Fairfield,"Lancaster, OH, 43130-2721",85.357,Lancaster, OH, 43130,2721
Orchard Hollow Elementary School,Mentor Exempted Village,Lake,"Mentor, OH, 44060-2138",100.685,Mentor, OH, 44060,2138
Shore Middle School,Mentor Exempted Village,Lake,"Mentor, OH, 44060-2058",88.361,Mentor, OH, 44060,2058
Seven Mile Elementary School,Edgewood City,Butler,"Seven Mile, OH, 45062-0260",94.377,Seven Mile, OH, 45062,0260
Northridge Elementary School,Northeastern Local,Clark,"Springfield, OH, 45503-5933",84.311,Springfield, OH, 45503,5933
South Vienna Elementary School,Northeastern Local,Clark,"South Vienna, OH, 45369-9753",81.751,South Vienna, OH, 45369,9753
Walker Elementary School,Canton Local,Stark,"Canton, OH, 44707-1811",86.696,Canton, OH, 44707,1811
Lake High School,Lake Local,Stark,"Uniontown, OH, 44685-9466",93.591,Uniontown, OH, 44685,9466
Marlington Middle School,Marlington Local,Stark,"Alliance, OH, 44601-5906",90.414,Alliance, OH, 44601,5906
T C Knapp Elementary School,Perry Local,Stark,"Canton, OH, 44706-2034",95.100,Canton, OH, 44706,2034
Seneca East Middle School,Seneca East Local,Seneca,"Attica, OH, 44807-9301",83.191,Attica, OH, 44807,9301
Henry F Lamuth Middle School,Riverside Local,Lake,"Painesville, OH, 44077-5912",88.024,Painesville, OH, 44077,5912
Troy Intermediate Elementary School,Avon Lake City,Lorain,"Avon Lake, OH, 44012-1317",104.088,Avon Lake, OH, 44012,1317
Jefferson Area Junior High School,Jefferson Area Local,Ashtabula,"Jefferson, OH, 44047-1453",80.234,Jefferson, OH, 44047,1453
Sherwood Elementary School,Forest Hills Local,Hamilton,"Cincinnati, OH, 45230-2129",98.920,Cincinnati, OH, 45230,2129
Benjamin Logan Middle School,Benjamin Logan Local,Logan,"Bellefontaine, OH, 43311-9532",92.010,Bellefontaine, OH, 43311,9532
Spencerville Middle School,Spencerville Local,Allen,"Spencerville, OH, 45887-1293",93.112,Spencerville, OH, 45887,1293
Howland Glen Elementary School,Howland Local,Trumbull,"Warren, OH, 44484-1403",NC,Warren, OH, 44484,1403
Howland Springs Elementary School,Howland Local,Trumbull,"Warren, OH, 44484-3108",NC,Warren, OH, 44484,3108
Venice Heights Elementary School,Sandusky City,Erie,"Sandusky, OH, 44870-1630",64.502,Sandusky, OH, 44870,1630
Southeast Primary Elementary School,Southeast Local,Portage,"Ravenna, OH, 44266-9231",NC,Ravenna, OH, 44266,9231
Pleasant View Middle School,South-Western City,Franklin,"Grove City, OH, 43123-8829",75.995,Grove City, OH, 43123,8829
Brookpark Middle School,South-Western City,Franklin,"Grove City, OH, 43123-2069",84.131,Grove City, OH, 43123,2069
Finland Middle School,South-Western City,Franklin,"Columbus, OH, 43223-3719",69.177,Columbus, OH, 43223,3719
Norton Middle School,South-Western City,Franklin,"Columbus, OH, 43228-1715",69.157,Columbus, OH, 43228,1715
Roseville Elementary School,Franklin Local,Muskingum,"Roseville, OH, 43777-0096",76.091,Roseville, OH, 43777,0096
Maysville Middle School,Maysville Local,Muskingum,"Zanesville, OH, 43701",82.771,Zanesville, OH, 43701,
Meigs Middle School,Meigs Local,Meigs,"Pomeroy, OH, 45769",72.445,Pomeroy, OH, 45769,
Lincoln-West High School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44109-1506",42.746,Cleveland, OH, 44109,1506
Whitney Young School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44128-1736",83.138,Cleveland, OH, 44128,1736
Franklin Junior High School,Franklin City,Warren,"Franklin, OH, 45005-2598",80.554,Franklin, OH, 45005,2598
Mayfield Middle School,Mayfield City,Cuyahoga,"Cleveland, OH, 44124-2006",87.832,Cleveland, OH, 44124,2006
Sylvania Mccord Junior High School,Sylvania Schools,Lucas,"Sylvania, OH, 43560-3269",95.220,Sylvania, OH, 43560,3269
Orrville Middle School,Orrville City,Wayne,"Orrville, OH, 44667-1607",88.431,Orrville, OH, 44667,1607
Lexington Junior High School,Lexington Local,Richland,"Lexington, OH, 44904-1219",93.735,Lexington, OH, 44904,1219
Fredericktown Middle School,Fredericktown Local,Knox,"Fredericktown, OH, 43019-9801",85.304,Fredericktown, OH, 43019,9801
Learwood Middle School,Avon Lake City,Lorain,"Avon Lake, OH, 44012-2002",98.687,Avon Lake, OH, 44012,2002
Bellefontaine Middle School,Bellefontaine City,Logan,"Bellefontaine, OH, 43311-9229",85.958,Bellefontaine, OH, 43311,9229
Baker Middle School,Fairborn City,Greene,"Fairborn, OH, 45324-5349",74.395,Fairborn, OH, 45324,5349
Luis Munoz Marin School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44113-5262",41.561,Cleveland, OH, 44113,5262
Joseph M Gallagher School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44102-2913",48.990,Cleveland, OH, 44102,2913
Bundy Elementary School,Wellston City,Jackson,"Wellston, OH, 45692-1664",NC,Wellston, OH, 45692,1664
Garrett Morgan Schl Of Science School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44113-3286",52.049,Cleveland, OH, 44113,3286
Jefferson Middle School,Delphos City,Allen,"Delphos, OH, 45833-1648",86.810,Delphos, OH, 45833,1648
Paulding Elementary School,Paulding Exempted Village,Paulding,"Paulding, OH, 45879-1251",88.007,Paulding, OH, 45879,1251
Worthington Hills Elementary School,Worthington City,Franklin,"Columbus, OH, 43235-1621",101.142,Columbus, OH, 43235,1621
Forest Elementary School,North Olmsted City,Cuyahoga,"North Olmsted, OH, 44070-3049",98.058,North Olmsted, OH, 44070,3049
Amherst Junior High School,Amherst Exempted Village,Lorain,"Amherst, OH, 44001-1420",95.558,Amherst, OH, 44001,1420
Josiah Harris Elementary School,Amherst Exempted Village,Lorain,"Amherst, OH, 44001-2060",96.098,Amherst, OH, 44001,2060
Tinora Junior High School,Northeastern Local,Defiance,"Defiance, OH, 43512-9121",90.264,Defiance, OH, 43512,9121
Winton Woods High School,Winton Woods City,Hamilton,"Cincinnati, OH, 45240-1617",58.257,Cincinnati, OH, 45240,1617
Orchard Middle School,Solon City,Cuyahoga,"Solon, OH, 44139-4208",112.387,Solon, OH, 44139,4208
George Mcdowell-Exchange Middle School,Logan Elm Local,Pickaway,"Circleville, OH, 43113-9448",84.960,Circleville, OH, 43113,9448
Teays Valley East Middle School,Teays Valley Local,Pickaway,"Ashville, OH, 43103-9638",87.694,Ashville, OH, 43103,9638
Westfall Middle School,Westfall Local,Pickaway,"Williamsport, OH, 43164-9745",80.768,Williamsport, OH, 43164,9745
Northwood Elementary School,North Canton City,Stark,"North Canton, OH, 44720-6234",NC,North Canton, OH, 44720,6234
Lake Middle School,Lake Local,Stark,"Hartville, OH, 44632-9047",95.439,Hartville, OH, 44632,9047
Woodlands Intermediate School,Huron City Schools,Erie,"Huron, OH, 44839-1261",98.384,Huron, OH, 44839,1261
Maplewood Elementary School,Shawnee Local,Allen,"Lima, OH, 45805-4516",101.532,Lima, OH, 45805,4516
Mckinley Elementary School,Poland Local,Mahoning,"Poland, OH, 44514-2022",98.908,Poland, OH, 44514,2022
Middletown Middle School,Middletown City,Butler,"Middletown, OH, 45044-4362",62.748,Middletown, OH, 45044,4362
Harrison Middle School,Southwest Local,Hamilton,"Harrison, OH, 45030-1929",88.093,Harrison, OH, 45030,1929
Luther E Ball (Chjcf),Buckeye United School District,Franklin,"Highland Hills, OH, 44128-4884",NC,Highland Hills, OH, 44128,4884
Cleveland School Of The Arts High School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44106-3050",66.533,Cleveland, OH, 44106,3050
Barnesville Middle School,Barnesville Exempted Village,Belmont,"Barnesville, OH, 43713-9474",78.523,Barnesville, OH, 43713,9474
Charles Huber Elementary School,Huber Heights City,Montgomery,"Huber Heights, OH, 45424-6410",86.159,Huber Heights, OH, 45424,6410
