Building Name,District Name,County,"City, State, Zip Code",Performance Index Score 2015-16,City,State,Zip Code,Code+4
Northmoor Elementary School,Northmont City,Montgomery,"Englewood, OH, 45322-2639",98.599,Englewood, OH, 45322,2639
Northmor High School,Northmor Local,Morrow,"Galion, OH, 44833-9654",80.668,Galion, OH, 44833,9654
Northridge High School,Northridge Local,Montgomery,"Dayton, OH, 45414-4532",63.487,Dayton, OH, 45414,4532
Northridge High School,Northridge Local,Licking,"Johnstown, OH, 43031-9408",86.111,Johnstown, OH, 43031,9408
Claymont Intermediate School,Claymont City,Tuscarawas,"Dennison, OH, 44621-1238",86.146,Dennison, OH, 44621,1238
Northtowne Elementary School,Columbus City,Franklin,"Columbus, OH, 43229-5756",64.539,Columbus, OH, 43229,5756
Robert C Lindsey Elementary School,West Geauga Local,Geauga,"Chesterland, OH, 44026-1710",107.965,Chesterland, OH, 44026,1710
Northview Elementary School,Findlay City,Hancock,"Findlay, OH, 45840-3942",86.173,Findlay, OH, 45840,3942
Northwest High School,Northwest Local,Scioto,"Mc Dermott, OH, 45652-9000",62.424,Mc Dermott, OH, 45652,9000
Northwest High School,Northwest Local,Stark,"Canal Fulton, OH, 44614-9363",78.647,Canal Fulton, OH, 44614,9363
Northwestern Elementary School,Northwestern Local,Clark,"Springfield, OH, 45502-9032",84.083,Springfield, OH, 45502,9032
Northwestern High School,Northwestern Local,Wayne,"West Salem, OH, 44287-9790",82.354,West Salem, OH, 44287,9790
Northwestern Junior/Senior High School,Northwestern Local,Clark,"Springfield, OH, 45502-9032",83.832,Springfield, OH, 45502,9032
Greenwood Elementary School,Washington Local,Lucas,"Toledo, OH, 43612-4323",78.839,Toledo, OH, 43612,4323
Northwood Elementary School,Northwood Local Schools,Wood,"Northwood, OH, 43619-1810",81.795,Northwood, OH, 43619,1810
Northwood High School,Northwood Local Schools,Wood,"Northwood, OH, 43619-1867",70.389,Northwood, OH, 43619,1867
Northwood Middle School,Elyria City Schools,Lorain,"Elyria, OH, 44035-3649",69.013,Elyria, OH, 44035,3649
Norton High School,Norton City,Summit,"Norton, OH, 44203-5633",81.680,Norton, OH, 44203,5633
Norton Cornerstone Elementary School,Norton City,Summit,"Norton, OH, 44203-5633",99.916,Norton, OH, 44203,5633
Norton Middle School,Norton City,Summit,"Norton, OH, 44203-8303",90.520,Norton, OH, 44203,8303
Norton Primary Elementary School,Norton City,Summit,"Norton, OH, 44203-5744",100.691,Norton, OH, 44203,5744
Norwalk Middle School,Norwalk City,Huron,"Norwalk, OH, 44857-2304",86.607,Norwalk, OH, 44857,2304
Norwalk High School,Norwalk City,Huron,"Norwalk, OH, 44857-2701",68.466,Norwalk, OH, 44857,2701
Norwayne High School,Norwayne Local,Wayne,"Creston, OH, 44217-9665",82.579,Creston, OH, 44217,9665
Norwood High School,Norwood City,Hamilton,"Norwood, OH, 45212-2616",71.919,Norwood, OH, 45212,2616
Norwood View Elementary School,Norwood City,Hamilton,"Norwood, OH, 45212-1529",86.612,Norwood, OH, 45212,1529
Northwest Middle School,Northwest Local,Stark,"Canal Fulton, OH, 44614-8852",97.555,Canal Fulton, OH, 44614,8852
Oak Intermediate Elementary School,New Boston Local,Scioto,"New Boston, OH, 45662",67.078,New Boston, OH, 45662,
Oak Harbor High School,Benton Carroll Salem Local,Ottawa,"Oak Harbor, OH, 43449-1278",89.617,Oak Harbor, OH, 43449,1278
Oak Hills High School,Oak Hills Local,Hamilton,"Cincinnati, OH, 45248-4038",78.535,Cincinnati, OH, 45248,4038
Oakdale Elementary School,Toledo City,Lucas,"Toledo, OH, 43605-3817",57.689,Toledo, OH, 43605,3817
Oakland Park Alternative Elementary,Columbus City,Franklin,"Columbus, OH, 43224-3381",64.135,Columbus, OH, 43224,3381
Oakmont Elementary School,Columbus City,Franklin,"Columbus, OH, 43232-3043",62.865,Columbus, OH, 43232,3043
Oakview Elementary School,Kettering City School District,Montgomery,"Kettering, OH, 45429-4609",92.907,Kettering, OH, 45429,4609
Oakwood Elementary School,Elyria City Schools,Lorain,"Elyria, OH, 44035-3246",76.135,Elyria, OH, 44035,3246
GlenOak High School,Plain Local,Stark,"Canton, OH, 44721-3349",81.934,Canton, OH, 44721,3349
Oakwood High School,Oakwood City,Montgomery,"Dayton, OH, 45419-3118",108.090,Dayton, OH, 45419,3118
Langston Middle School,Oberlin City Schools,Lorain,"Oberlin, OH, 44074-1177",90.228,Oberlin, OH, 44074,1177
Oberlin High School,Oberlin City Schools,Lorain,"Oberlin, OH, 44074-1174",73.750,Oberlin, OH, 44074,1174
Hamilton Middle School,Hamilton Local,Franklin,"Columbus, OH, 43207-4737",84.059,Columbus, OH, 43207,4737
Olde Sawmill Elementary School,Dublin City,Franklin,"Dublin, OH, 43016-9095",94.030,Dublin, OH, 43016,9095
Ohio Avenue Elementary School,Columbus City,Franklin,"Columbus, OH, 43205-2720",58.525,Columbus, OH, 43205,2720
Ohio School For The Deaf,Ohio School For The Deaf,Franklin,"Columbus, OH, 43214-1833",NC,Columbus, OH, 43214,1833
Ohio School For The Deaf,Ohio School For The Deaf,Franklin,"Columbus, OH, 43214-1833",NC,Columbus, OH, 43214,1833
State School For The Blind,Ohio School For The Blind,Franklin,"Columbus, OH, 43214-1240",NC,Columbus, OH, 43214,1240
Austintown Intermediate School,Austintown Local Schools,Mahoning,"Youngstown, OH, 44515-3703",84.915,Youngstown, OH, 44515,3703
Old Fort Elementary School Bettsville Campus,Old Fort Local,Seneca,"Bettsville, OH, 44815-0006",91.304,Bettsville, OH, 44815,0006
Old Fort High School,Old Fort Local,Seneca,"Tiffin, OH, 44883",87.248,Tiffin, OH, 44883,
Old Orchard Elementary School,Toledo City,Lucas,"Toledo, OH, 43606-3201",59.654,Toledo, OH, 43606,3201
Buckeye Trail Middle School,East Guernsey Local,Guernsey,"Lore City, OH, 43755-9715",78.091,Lore City, OH, 43755,9715
Olde Orchard Alt Elementary School,Columbus City,Franklin,"Columbus, OH, 43213-2147",64.790,Columbus, OH, 43213,2147
Olentangy High School,Olentangy Local,Delaware,"Lewis Center, OH, 43035-9049",96.086,Lewis Center, OH, 43035,9049
Tecumseh Middle School,Tecumseh Local,Clark,"New Carlisle, OH, 45344-8285",77.447,New Carlisle, OH, 45344,8285
Trotwood-Madison Early Learning Center,Trotwood-Madison City,Montgomery,"Trotwood, OH, 45426-3706",NC,Trotwood, OH, 45426,3706
Oliver H Perry Elementary School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44119-2053",54.209,Cleveland, OH, 44119,2053
Olmsted Falls High School,Olmsted Falls City,Cuyahoga,"Olmsted Falls, OH, 44138-1161",93.399,Olmsted Falls, OH, 44138,1161
Olmsted Falls Middle School,Olmsted Falls City,Cuyahoga,"Olmsted Falls, OH, 44138-1103",94.002,Olmsted Falls, OH, 44138,1103
Onaway Elementary School,Shaker Heights City,Cuyahoga,"Shaker Heights, OH, 44120-2442",98.267,Shaker Heights, OH, 44120,2442
Ontario Elementary School,Sandusky City,Erie,"Sandusky, OH, 44870-4049",63.665,Sandusky, OH, 44870,4049
Ontario High School,Ontario Local,Richland,"Mansfield, OH, 44906-1029",90.055,Mansfield, OH, 44906,1029
Ontario Middle School,Ontario Local,Richland,"Mansfield, OH, 44906-1029",87.369,Mansfield, OH, 44906,1029
Orange High School,Orange City,Cuyahoga,"Pepper Pike, OH, 44124-5922",96.940,Pepper Pike, OH, 44124,5922
Orchard School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44113-3821",54.221,Cleveland, OH, 44113,3821
Orchard Hill Intermediate School,North Canton City,Stark,"North Canton, OH, 44720-4115",104.321,North Canton, OH, 44720,4115
Leetonia Middle School,Leetonia Exempted Village,Columbiana,"Leetonia, OH, 44431-1075",88.136,Leetonia, OH, 44431,1075
Orchard Park Elementary School,Kettering City School District,Montgomery,"Kettering, OH, 45419-1923",98.250,Kettering, OH, 45419,1923
Oregon Elementary School,Johnstown-Monroe Local,Licking,"Johnstown, OH, 43031-1067",85.924,Johnstown, OH, 43031,1067
Orrville High School,Orrville City,Wayne,"Orrville, OH, 44667-1154",76.888,Orrville, OH, 44667,1154
Wright Brothers Middle School,Dayton City,Montgomery,"Dayton, OH, 45403-3016",62.295,Dayton, OH, 45403,3016
Reagan Elementary School,Ashland City,Ashland,"Ashland, OH, 44805-4254",85.854,Ashland, OH, 44805,4254
Osborne Elementary School,Sandusky City,Erie,"Sandusky, OH, 44870-3228",72.833,Sandusky, OH, 44870,3228
Buckeye Valley West Elementary School,Buckeye Valley Local,Delaware,"Ostrander, OH, 43061-0068",102.158,Ostrander, OH, 43061,0068
Otis Elementary School,Fremont City,Sandusky,"Fremont, OH, 43420-1404",73.252,Fremont, OH, 43420,1404
Otsego High School,Otsego Local,Wood,"Bowling Green, OH, 43402-0290",79.917,Bowling Green, OH, 43402,0290
Ottawa Elementary School,Ottawa-Glandorf Local,Putnam,"Ottawa, OH, 45875-8657",82.990,Ottawa, OH, 45875,8657
Ottawa Hills Elementary School,Ottawa Hills Local,Lucas,"Toledo, OH, 43606-2425",109.311,Toledo, OH, 43606,2425
Ottawa Hills High School,Ottawa Hills Local,Lucas,"Toledo, OH, 43606-2301",108.382,Toledo, OH, 43606,2301
Ottawa River Elementary School,Toledo City,Lucas,"Toledo, OH, 43611-1961",70.308,Toledo, OH, 43611,1961
Ottawa-Glandorf High School,Ottawa-Glandorf Local,Putnam,"Ottawa, OH, 45875-1162",90.900,Ottawa, OH, 45875,1162
Ottoville Elementary School,Ottoville Local,Putnam,"Ottoville, OH, 45876-0248",105.600,Ottoville, OH, 45876,0248
Ottoville High School,Ottoville Local,Putnam,"Ottoville, OH, 45876-0248",93.504,Ottoville, OH, 45876,0248
Overlook Elementary School,Wadsworth City,Medina,"Wadsworth, OH, 44281-2318",96.224,Wadsworth, OH, 44281,2318
Clermont Northeastern Elementary School,Clermont Northeastern Local,Clermont,"Batavia, OH, 45103-9511",84.347,Batavia, OH, 45103,9511
Oxford Elementary School,Cleveland Heights-University Heights City,Cuyahoga,"Cleveland Heights, OH, 44121-1946",70.000,Cleveland Heights, OH, 44121,1946
Oyler School,Cincinnati City,Hamilton,"Cincinnati, OH, 45204-1947",59.301,Cincinnati, OH, 45204,1947
Paint Valley High School,Paint Valley Local,Ross,"Bainbridge, OH, 45612-9708",58.514,Bainbridge, OH, 45612,9708
Fairborn Intermediate School,Fairborn City,Greene,"Fairborn, OH, 45324-4220",88.864,Fairborn, OH, 45324,4220
Pandora-Gilboa Elementary School,Pandora-Gilboa Local,Putnam,"Pandora, OH, 45877-9607",95.437,Pandora, OH, 45877,9607
Pandora-Gilboa High School,Pandora-Gilboa Local,Putnam,"Pandora, OH, 45877-0389",91.429,Pandora, OH, 45877,0389
Park Elementary School,Chardon Local,Geauga,"Chardon, OH, 44024-1215",98.629,Chardon, OH, 44024,1215
Park Elementary School,Swanton Local,Fulton,"Swanton, OH, 43558-1230",88.659,Swanton, OH, 43558,1230
Park Layne Elementary School,Tecumseh Local,Clark,"New Carlisle, OH, 45344-9718",NC,New Carlisle, OH, 45344,9718
Western Elementary School,Western Local,Pike,"Latham, OH, 45646-0129",77.201,Latham, OH, 45646,0129
Parkmoor Elementary School,Columbus City,Franklin,"Columbus, OH, 43229-5214",59.645,Columbus, OH, 43229,5214
Dover Intermediate School,Westlake City,Cuyahoga,"Westlake, OH, 44145-3157",97.289,Westlake, OH, 44145,3157
Gilles-Sweet Elementary School,Fairview Park City,Cuyahoga,"Fairview Park, OH, 44126-1818",94.188,Fairview Park, OH, 44126,1818
Parkview Elementary School,Wooster City,Wayne,"Wooster, OH, 44691-2729",90.413,Wooster, OH, 44691,2729
Parkway Elementary School,Alliance City,Stark,"Alliance, OH, 44601-3806",72.406,Alliance, OH, 44601,3806
Parkway Middle School,Parkway Local,Mercer,"Rockford, OH, 45882-9267",89.764,Rockford, OH, 45882,9267
Parkway High School,Parkway Local,Mercer,"Rockford, OH, 45882-9267",80.426,Rockford, OH, 45882,9267
Northwood Elementary School,Sidney City,Shelby,"Sidney, OH, 45365-8901",92.974,Sidney, OH, 45365,8901
Parkwood Elementary School,Beavercreek City,Greene,"Beavercreek, OH, 45432-4016",97.582,Beavercreek, OH, 45432,4016
Parma High School,Parma City,Cuyahoga,"Parma, OH, 44129-5259",74.123,Parma, OH, 44129,5259
Parma Park Elementary School,Parma City,Cuyahoga,"Parma Heights, OH, 44130-4211",84.555,Parma Heights, OH, 44130,4211
Parsons Elementary School,Columbus City,Franklin,"Columbus, OH, 43207-3728",68.021,Columbus, OH, 43207,3728
Pataskala Elementary School,Southwest Licking Local,Licking,"Pataskala, OH, 43062-8244",86.632,Pataskala, OH, 43062,8244
Patrick Henry School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44108-2621",38.130,Cleveland, OH, 44108,2621
Paul L Dunbar Elementary School,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44113-2847",54.378,Cleveland, OH, 44113,2847
Kenston Intermediate School,Kenston Local,Geauga,"Chagrin Falls, OH, 44023-2730",92.948,Chagrin Falls, OH, 44023,2730
Paulding Middle School,Paulding Exempted Village,Paulding,"Paulding, OH, 45879-1251",80.891,Paulding, OH, 45879,1251
Paulding High School,Paulding Exempted Village,Paulding,"Paulding, OH, 45879-1251",77.340,Paulding, OH, 45879,1251
Payne Elementary School,Wayne Trace Local,Paulding,"Payne, OH, 45880-9361",99.212,Payne, OH, 45880,9361
Wayne Trace High School,Wayne Trace Local,Paulding,"Haviland, OH, 45851-9738",84.110,Haviland, OH, 45851,9738
Peebles Elementary School,Adams County Ohio Valley Local,Adams,"Peebles, OH, 45660-8009",83.092,Peebles, OH, 45660,8009
Peebles High School,Adams County Ohio Valley Local,Adams,"Peebles, OH, 45660-8953",73.460,Peebles, OH, 45660,8953
Pemberville Elementary School,Eastwood Local,Wood,"Pemberville, OH, 43450",106.107,Pemberville, OH, 43450,
Wyoming Middle School,Wyoming City,Hamilton,"Wyoming, OH, 45215-4303",104.411,Wyoming, OH, 45215,4303
Keystone Elementary School,Keystone Local,Lorain,"Lagrange, OH, 44050-0065",95.683,Lagrange, OH, 44050,0065
Campbell Elementary School,Campbell City,Mahoning,"Campbell, OH, 44405-1482",67.108,Campbell, OH, 44405,1482
Pennyroyal Elementary School,Franklin City,Warren,"Franklin, OH, 45005-1143",84.635,Franklin, OH, 45005,1143
Briar Middle School,Perkins Local,Erie,"Sandusky, OH, 44870-6913",84.870,Sandusky, OH, 44870,6913
Perkins High School,Perkins Local,Erie,"Sandusky, OH, 44870-7232",81.170,Sandusky, OH, 44870,7232
Perrin Woods Elementary School,Springfield City School District,Clark,"Springfield, OH, 45506-3341",64.038,Springfield, OH, 45506,3341
Perry Elementary School,East Muskingum Local,Muskingum,"Zanesville, OH, 43701-8015",NC,Zanesville, OH, 43701,8015
Perry Elementary School,Perry Local,Allen,"Lima, OH, 45806-9743",80.136,Lima, OH, 45806,9743
Perry High School,Perry Local,Allen,"Lima, OH, 45806-9743",64.026,Lima, OH, 45806,9743
Perry High School,Perry Local,Stark,"Massillon, OH, 44646-3407",81.382,Massillon, OH, 44646,3407
Perry High School,Perry Local,Lake,"Perry, OH, 44081-9404",87.265,Perry, OH, 44081,9404
Perry Middle School,Perry Local,Lake,"Perry, OH, 44081-9422",89.628,Perry, OH, 44081,9422
Perrysburg Junior High School,Perrysburg Exempted Village,Wood,"Perrysburg, OH, 43551-2501",100.322,Perrysburg, OH, 43551,2501
Perrysburg High School,Perrysburg Exempted Village,Wood,"Perrysburg, OH, 43551-1363",96.123,Perrysburg, OH, 43551,1363
Loudonville Junior High School,Loudonville-Perrysville Exempted Village,Ashland,"Loudonville, OH, 44842-1104",83.158,Loudonville, OH, 44842,1104
Pettisville Elementary School,Pettisville Local,Fulton,"Pettisville, OH, 43553-0001",98.827,Pettisville, OH, 43553,0001
Pettisville High School,Pettisville Local,Fulton,"Pettisville, OH, 43553-0001",97.127,Pettisville, OH, 43553,0001
Pfeiffer Elementary School,Akron City,Summit,"Akron, OH, 44314-2438",70.995,Akron, OH, 44314,2438
Phillips Elementary School,Marietta City,Washington,"Marietta, OH, 45750-3372",84.118,Marietta, OH, 45750,3372
Philo High School,Franklin Local,Muskingum,"Duncan Falls, OH, 43734-9750",76.198,Duncan Falls, OH, 43734,9750
Pickaway Elementary School,Logan Elm Local,Pickaway,"Circleville, OH, 43113-9741",94.859,Circleville, OH, 43113,9741
Pickerington Elementary School,Pickerington Local,Fairfield,"Pickerington, OH, 43147-1061",96.418,Pickerington, OH, 43147,1061
Pickerington High School Central,Pickerington Local,Fairfield,"Pickerington, OH, 43147-1296",75.566,Pickerington, OH, 43147,1296
Pickett Elementary School,Toledo City,Lucas,"Toledo, OH, 43607-2042",46.350,Toledo, OH, 43607,2042
Pike Elementary School,East Muskingum Local,Muskingum,"Cambridge, OH, 43725-9385",NC,Cambridge, OH, 43725,9385
Zahns Middle School,Scioto Valley Local,Pike,"Piketon, OH, 45661",74.873,Piketon, OH, 45661,
Piketon Jr/Sr High School,Scioto Valley Local,Pike,"Piketon, OH, 45661-9801",74.704,Piketon, OH, 45661,9801
Pine School,North Olmsted City,Cuyahoga,"North Olmsted, OH, 44070-2508",91.121,North Olmsted, OH, 44070,2508
Frank Elementary School,Perrysburg Exempted Village,Wood,"Perrysburg, OH, 43551-1741",101.541,Perrysburg, OH, 43551,1741
North Central Elementary School,North Central Local,Williams,"Pioneer, OH, 43554-9637",92.681,Pioneer, OH, 43554,9637
Piqua High School,Piqua City,Miami,"Piqua, OH, 45356-9257",64.931,Piqua, OH, 45356,9257
Miami View Elementary School,Southeastern Local,Clark,"South Charleston, OH, 45368-9602",83.244,South Charleston, OH, 45368,9602
Plain City Elementary School,Jonathan Alder Local,Madison,"Plain City, OH, 43064-1233",100.899,Plain City, OH, 43064,1233
New Albany 2-5 Building,New Albany-Plain Local,Franklin,"New Albany, OH, 43054-8532",100.530,New Albany, OH, 43054,8532
New Albany High School,New Albany-Plain Local,Franklin,"New Albany, OH, 43054-8738",94.184,New Albany, OH, 43054,8738
Pleasant Elementary School,Pleasant Local,Marion,"Marion, OH, 43302-8421",87.233,Marion, OH, 43302,8421
Pleasant Middle School,Pleasant Local,Marion,"Marion, OH, 43302-8213",90.304,Marion, OH, 43302,8213
Pleasant Elementary School,Norwalk City,Huron,"Norwalk, OH, 44857-2015",83.779,Norwalk, OH, 44857,2015
Charles L Seipelt Elementary School,Milford Exempted Village,Clermont,"Milford, OH, 45150-1825",101.311,Milford, OH, 45150,1825
Pleasant Hill Elementary School,Cincinnati City,Hamilton,"Cincinnati, OH, 45224-2606",63.327,Cincinnati, OH, 45224,2606
Pleasant High School,Pleasant Local,Marion,"Marion, OH, 43302-8421",75.282,Marion, OH, 43302,8421
Pleasant Ridge Montessori School,Cincinnati City,Hamilton,"Cincinnati, OH, 45213-1609",70.334,Cincinnati, OH, 45213,1609
Pleasant Run Elementary School,Northwest Local,Hamilton,"Cincinnati, OH, 45231-1128",80.689,Cincinnati, OH, 45231,1128
Pleasant Valley Elementary School,Parma City,Cuyahoga,"Parma, OH, 44130-6009",90.731,Parma, OH, 44130,6009
Pleasantville Elementary School,Fairfield Union Local,Fairfield,"Pleasantville, OH, 43148",94.504,Pleasantville, OH, 43148,
Plymouth High School,Plymouth-Shiloh Local,Richland,"Plymouth, OH, 44865-1099",73.347,Plymouth, OH, 44865,1099
Madison Elementary School,Madison Local,Butler,"Middletown, OH, 45042-8900",89.137,Middletown, OH, 45042,8900
Poland Middle School,Poland Local,Mahoning,"Poland, OH, 44514-2008",99.604,Poland, OH, 44514,2008
Poland Seminary High School,Poland Local,Mahoning,"Poland, OH, 44514-2327",91.936,Poland, OH, 44514,2327
Barberton Elementary School East,Barberton City,Summit,"Barberton, OH, 44203-3518",84.220,Barberton, OH, 44203,3518
Portage Path Community Learning Center,Akron City,Summit,"Akron, OH, 44303-1035",58.646,Akron, OH, 44303,1035
Portsmouth Junior High School/Portsmouth High School,Portsmouth City,Scioto,"Portsmouth, OH, 45662-4216",67.103,Portsmouth, OH, 45662,4216
Portsmouth West High School,Washington-Nile Local,Scioto,"West Portsmouth, OH, 45663-9093",68.231,West Portsmouth, OH, 45663,9093
Possum Elementary School,Clark-Shawnee Local,Clark,"Springfield, OH, 45506",80.600,Springfield, OH, 45506,
Powers Elementary School,Amherst Exempted Village,Lorain,"Amherst, OH, 44001-1551",NC,Amherst, OH, 44001,1551
Powhatan Elementary School,Switzerland of Ohio Local,Monroe,"Powhatan Point, OH, 43942-9754",60.792,Powhatan Point, OH, 43942,9754
Prairie Lincoln Elementary School,South-Western City,Franklin,"Columbus, OH, 43228-1226",74.795,Columbus, OH, 43228,1226
Prairie Norton Elementary School,South-Western City,Franklin,"Columbus, OH, 43228-1713",74.562,Columbus, OH, 43228,1713
Prass Elementary School,Kettering City School District,Montgomery,"Kettering, OH, 45440-1251",101.660,Kettering, OH, 45440,1251
Preston Elementary School,Cuyahoga Falls City,Summit,"Cuyahoga Falls, OH, 44221-5016",94.382,Cuyahoga Falls, OH, 44221,5016
Princeton Community Middle School,Princeton City,Hamilton,"Cincinnati, OH, 45246",74.160,Cincinnati, OH, 45246,
Princeton High School,Princeton City,Hamilton,"Cincinnati, OH, 45246",64.122,Cincinnati, OH, 45246,
Prospect Elementary School,Mansfield City,Richland,"Mansfield, OH, 44907-1303",62.054,Mansfield, OH, 44907,1303
Prospect Elementary School,Elyria City Schools,Lorain,"Elyria, OH, 44035-7160",90.979,Elyria, OH, 44035,7160
Prospect Elementary School,Oberlin City Schools,Lorain,"Oberlin, OH, 44074-1410",90.018,Oberlin, OH, 44074,1410
Elgin Elementary School,Elgin Local,Marion,"Marion, OH, 43302-8860",84.792,Marion, OH, 43302,8860
Port Clinton Middle School,Port Clinton City,Ottawa,"Port Clinton, OH, 43452-2415",88.457,Port Clinton, OH, 43452,2415
Port Clinton High School,Port Clinton City,Ottawa,"Port Clinton, OH, 43452-2415",79.722,Port Clinton, OH, 43452,2415
Port Washington Elementary School,Indian Valley Local,Tuscarawas,"Port Washington, OH, 43837-9050",92.832,Port Washington, OH, 43837,9050
Put-In-Bay Elementary School,Put-In-Bay Local,Ottawa,"Put In Bay, OH, 43456-0659",91.500,Put In Bay, OH, 43456,0659
Put-In-Bay High School,Put-In-Bay Local,Ottawa,"Put In Bay, OH, 43456-0659",88.810,Put In Bay, OH, 43456,0659
Putman Elementary School,Blanchester Local,Clinton,"Blanchester, OH, 45107-1203",90.954,Blanchester, OH, 45107,1203
Putnam Elementary School,Marietta City,Washington,"Marietta, OH, 45750-1041",94.957,Marietta, OH, 45750,1041
Pymatuning Valley High School,Pymatuning Valley Local,Ashtabula,"Andover, OH, 44003-1180",68.837,Andover, OH, 44003,1180
R C Waters Elementary School,Benton Carroll Salem Local,Ottawa,"Oak Harbor, OH, 43449-1458",100.826,Oak Harbor, OH, 43449,1458
Ragersville Elementary School,Garaway Local,Tuscarawas,"Sugarcreek, OH, 44681-8086",104.144,Sugarcreek, OH, 44681,8086
Rainsboro Elementary School,Greenfield Exempted Village,Highland,"Greenfield, OH, 45123-1373",83.323,Greenfield, OH, 45123,1373
Waterloo Middle School,Waterloo Local,Portage,"Atwater, OH, 44201-9349",82.367,Atwater, OH, 44201,9349
Ransom H Barr Elementary School,Plain Local,Stark,"Canton, OH, 44705-2927",99.340,Canton, OH, 44705,2927
Ravenna High School,Ravenna City,Portage,"Ravenna, OH, 44266-3907",67.362,Ravenna, OH, 44266,3907
Cory-Rawson Elementary School,Cory-Rawson Local,Hancock,"Rawson, OH, 45881-9676",88.029,Rawson, OH, 45881,9676
East High School,Youngstown City,Mahoning,"Youngstown, OH, 44505-3508",39.377,Youngstown, OH, 44505,3508
Raymer Elementary School,Toledo City,Lucas,"Toledo, OH, 43605-2432",54.771,Toledo, OH, 43605,2432
Raymond Elementary School,Marysville Exempted Village,Union,"Raymond, OH, 43067-9721",99.961,Raymond, OH, 43067,9721
Reading Community High School,Reading Community City,Hamilton,"Reading, OH, 45215-3930",75.378,Reading, OH, 45215,3930
J W Reason Elementary School,Hilliard City,Franklin,"Hilliard, OH, 43026-1104",85.025,Hilliard, OH, 43026,1104
South Elementary School,Madison Local,Lake,"Madison, OH, 44057-3224",93.530,Madison, OH, 44057,3224
Redwood Elementary School,Avon Lake City,Lorain,"Avon Lake, OH, 44012-1441",108.070,Avon Lake, OH, 44012,1441
Hubbard Middle School,Hubbard Exempted Village,Trumbull,"Hubbard, OH, 44425-2066",87.314,Hubbard, OH, 44425,2066
Georgetown Elementary School,Georgetown Exempted Village,Brown,"Georgetown, OH, 45121-9314",85.133,Georgetown, OH, 45121,9314
Reid Elementary School,Clark-Shawnee Local,Clark,"Springfield, OH, 45505-1645",104.836,Springfield, OH, 45505,1645
Reilly Elementary School,Salem City,Columbiana,"Salem, OH, 44460-3146",93.047,Salem, OH, 44460,3146
Intermediate Elementary School,Galion City,Crawford,"Galion, OH, 44833-1115",76.393,Galion, OH, 44833,1115
Renwood Elementary School,Parma City,Cuyahoga,"Parma, OH, 44129-4440",80.845,Parma, OH, 44129,4440
Revere High School,Revere Local,Summit,"Richfield, OH, 44286-9711",98.127,Richfield, OH, 44286,9711
Reynolds Elementary School,Toledo City,Lucas,"Toledo, OH, 43615-6924",60.300,Toledo, OH, 43615,6924
Hannah J Ashton Middle School,Reynoldsburg City,Franklin,"Reynoldsburg, OH, 43068-2637",74.137,Reynoldsburg, OH, 43068,2637
Richard Avenue Elementary School,South-Western City,Franklin,"Grove City, OH, 43123-2424",85.869,Grove City, OH, 43123,2424
Richardson Elementary School,Cuyahoga Falls City,Summit,"Cuyahoga Falls, OH, 44223-1410",93.972,Cuyahoga Falls, OH, 44223,1410
Willard Middle School,Willard City,Huron,"Willard, OH, 44890-9646",74.322,Willard, OH, 44890,9646
Richmond Heights Elementary School,Richmond Heights Local,Cuyahoga,"Richmond Heights, OH, 44143-1429",65.039,Richmond Heights, OH, 44143,1429
Richmond Heights Secondary School,Richmond Heights Local,Cuyahoga,"Richmond Heights, OH, 44143-1429",60.609,Richmond Heights, OH, 44143,1429
Ridge-Brook Elementary School,Parma City,Cuyahoga,"Parma, OH, 44129-1840",77.527,Parma, OH, 44129,1840
Ridge Middle School,Mentor Exempted Village,Lake,"Mentor, OH, 44060-5530",83.886,Mentor, OH, 44060,5530
Ridgedale Jr/Sr High School,Ridgedale Local,Marion,"Morral, OH, 43337-9302",73.141,Morral, OH, 43337,9302
Ridgemont Elementary School,Ridgemont Local,Hardin,"Mount Victory, OH, 43340-8802",81.397,Mount Victory, OH, 43340,8802
Ridgeview Elementary School,Buckeye Local,Ashtabula,"Ashtabula, OH, 44004-5969",90.441,Ashtabula, OH, 44004,5969
Archbold Middle School,Archbold-Area Local,Fulton,"Archbold, OH, 43502-3100",96.398,Archbold, OH, 43502,3100
Ridgemont High School,Ridgemont Local,Hardin,"Mount Victory, OH, 43340-8802",77.085,Mount Victory, OH, 43340,8802
Ridgewood Elementary School,Hilliard City,Franklin,"Hilliard, OH, 43026-2725",93.593,Hilliard, OH, 43026,2725
Ridgewood High School,Ridgewood Local,Coshocton,"West Lafayette, OH, 43845-1129",84.938,West Lafayette, OH, 43845,1129
Ridgeview Middle School,Columbus City,Franklin,"Columbus, OH, 43214-2945",79.205,Columbus, OH, 43214,2945
Fostoria Intermediate Elementary School,Fostoria City,Seneca,"Fostoria, OH, 44830-4700",79.336,Fostoria, OH, 44830,4700
Rimer Community Learning Center,Akron City,Summit,"Akron, OH, 44314-3614",90.658,Akron, OH, 44314,3614
Rio Grande Elementary School,Gallipolis City,Gallia,"Rio Grande, OH, 45674-0197",95.145,Rio Grande, OH, 45674,0197
